time(s),value
303.4631404876709,3.09
303.7298982143402,3.13
303.9949893951416,3.05
304.25023651123047,3.02
304.5050563812256,3.05
304.7677309513092,3.05
305.0300135612488,3.13
305.295125246048,3.09
305.55546712875366,3.09
305.8166608810425,3.05
306.0768644809723,3.13
306.3326394557953,3.09
306.5988461971283,3.05
306.85789823532104,3.05
307.1132707595825,3.13
307.37479543685913,3.09
307.6295063495636,3.09
307.8919458389282,3.13
308.150408744812,3.09
308.4126913547516,3.05
309.106041431427,3.05
309.37204360961914,3.05
309.6303460597992,3.13
309.8813292980194,3.05
310.1446809768677,3.13
310.4023380279541,3.09
310.7042713165283,3.09
310.9689087867737,3.13
